sentiment,message,tweetid,cleaned_message,tweet_date,sentiment_compound,sentiment_pos,sentiment_neu,sentiment_neg,sentiment_category,month
1,"RT @CSIS: As Paris talks continue, get smart on renewables and climate change: https://t.co/HA2CpUVtaj https://t.co/aLQymSEyDS",673783987035181057,"rt csis: as paris talks continue, get smart on renewables and climate change:",2015-12-07 09:39:55.467,0.4019,0.162,0.838,0.0,positive,2015-12
0,RT @lilianaag: If global warming means no snow.. I don$q$t even mind that the world is ending.,675454547528163328,rt lilianaag: if global warming means no snow.. i don q t even mind that the world is ending.,2015-12-12 00:18:08.126,-0.1531,0.09,0.787,0.124,negative,2015-12
0,"RT @RedNationRising: Looks like a fundamental climate change to me...probably just a coincidence

#RedNationRising https://t.co/kLhVjJ6Dfx",672457635090857985,rt rednationrising: looks like a fundamental climate change to me...probably just a coincidence rednationrising,2015-12-03 17:49:28.521,0.3612,0.172,0.828,0.0,positive,2015-12
2,"At Paris climate change talks, corporate sponsors aim to warm reputations: Looking to greenwash their images, ... https://t.co/YbD9iaD8TC",674948898922737665,"at paris climate change talks, corporate sponsors aim to warm reputations: looking to greenwash their images, ...",2015-12-10 14:48:52.104,-0.2263,0.092,0.773,0.135,negative,2015-12
2,Historic global pact against climate change adopted in Paris!  #COP21 https://t.co/atptp0Ngxs,675744485834424321,historic global pact against climate change adopted in paris! cop21,2015-12-12 19:30:14.805,0.0,0.0,1.0,0.0,neutral,2015-12
1,RT @alailliala: .......... https://t.co/b4qLLWIFZd,681204929592070144,rt alailliala: ..........,2015-12-27 21:08:06.047,0.0,0.0,1.0,0.0,neutral,2015-12
1,Revisit 25 years of climate change negotiation in graphic-novel format:  https://t.co/40naCTbvM9 via NatureNews,671708703599366145,revisit 25 years of climate change negotiation in graphic novel format: via naturenews,2015-12-01 16:13:29.339,0.0,0.0,1.0,0.0,neutral,2015-12
1,But climate change.  The weather in SoCal is awful. https://t.co/bXPFRTyUTT,672256790889762816,but climate change. the weather in socal is awful.,2015-12-03 04:31:23.532,-0.6124,0.0,0.692,0.308,negative,2015-12
1,"RT @TheBeaverton: International community commits 16,000 words to combat climate change. #ParisAgreement #cdnpoli",676176337435009028,"rt thebeaverton: international community commits 16,000 words to combat climate change. parisagreement cdnpoli",2015-12-14 00:06:16.250,-0.3182,0.076,0.759,0.166,negative,2015-12
1,8 award-winning technologies tackling climate change https://t.co/clFcJXOofo https://t.co/9AWnDDIiGY,671773392614375424,8 award winning technologies tackling climate change,2015-12-01 20:30:32.402,0.0,0.0,1.0,0.0,neutral,2015-12
-1,VIDEO Donald Trump speaks the truth again on global warming – Ice Age Now ► https://t.co/F8SYftJWPz https://t.co/iecAHSohww,672958691373641728,video donald trump speaks the truth again on global warming ice age now,2015-12-05 03:00:29.648,0.4404,0.231,0.769,0.0,positive,2015-12
0,@VaranoCooper global warming,673512847066841089,varanocooper global warming,2015-12-06 15:42:30.661,0.1531,0.444,0.556,0.0,positive,2015-12
0,Hungry and in need of walking thru my Bklyn neighborhood on a warm 72 degree Xmas eve! Thank god for global warming! #Xmas #warm #bklyn,680055560142733313,hungry and in need of walking thru my bklyn neighborhood on a warm 72 degree xmas eve! thank god for global warming! xmas warm bklyn,2015-12-24 17:00:55.016,0.7707,0.303,0.697,0.0,positive,2015-12
0,RT @mmelanied: global warming ruined Christmas,677870647188570112,rt mmelanied: global warming ruined christmas,2015-12-18 16:18:51.174,-0.3612,0.184,0.46,0.356,negative,2015-12
2,Buhari okays action plan to tackle climate change https://t.co/0eOx0LdY7n via @Punch Newspapers,671589727817048064,buhari okays action plan to tackle climate change via punch newspapers,2015-12-01 08:20:43.302,0.4767,0.22,0.78,0.0,positive,2015-12
1,RT @ClimateReality: #ScienceSunday: @BillNye is an engineer-turned-activist who works to educate the public about climate change. https://t…,673571045144715264,rt climatereality: sciencesunday: billnye is an engineer turned activist who works to educate the public about climate change.,2015-12-06 19:33:46.164,0.0,0.0,1.0,0.0,neutral,2015-12
1,This map shows how much rising sea levels your area can take before flooding (40m -&gt; 50m for me) Yay climate change  https://t.co/ntzDONBDck,680778260310036480,this map shows how much rising sea levels your area can take before flooding 40m gt; 50m for me yay climate change,2015-12-26 16:52:40.163,0.5267,0.134,0.866,0.0,positive,2015-12
0,RT @A_Gurria: Discussing Pope Francis’s Encyclical on the environment &amp; climate change with Cardinal Peter Turkson at the #OECD https://t.c…,674589354463920129,rt a_gurria: discussing pope francis s encyclical on the environment amp; climate change with cardinal peter turkson at the oecd,2015-12-09 15:00:10.025,0.0,0.0,1.0,0.0,neutral,2015-12
2,"RT @BreakingNews: 195 nations adopt historic Paris pact to stop global warming, limit greenhouse gas emissions - @AFP https://t.co/VcGOtNhE…",675747743776833536,"rt breakingnews: 195 nations adopt historic paris pact to stop global warming, limit greenhouse gas emissions afp",2015-12-12 19:43:11.559,0.0258,0.161,0.732,0.107,neutral,2015-12
1,Assessing the Impact of Human-Induced #Climate Change via @LabManager https://t.co/2f7sSOiACm #climatechange,690178454625607680,assessing the impact of human induced climate change via labmanager climatechange,2016-01-21 15:25:41.135,0.0,0.0,1.0,0.0,neutral,2016-01
1,NOW:  Please join our National Stop Global Warming Conference Call 9pm ET!  https://t.co/8HRoDhwRvi #Climate https://t.co/QeS27RAEji,684552483855699968,now: please join our national stop global warming conference call 9pm et! climate,2016-01-06 02:50:05.178,0.4926,0.326,0.561,0.112,positive,2016-01
-1,"RT @AIIAmericanGirI: 🇺🇸
Global Warming FAIL! When Will Scientists Start Feeling Embarrassed? https://t.co/VWsvPshZBF",692019221245526017,rt aiiamericangiri: :United_States: global warming fail! when will scientists start feeling embarrassed?,2016-01-26 17:20:14.097,-0.7118,0.162,0.471,0.367,negative,2016-01
0,Sciencefiction or reality? Subject already splendidly covered in motion picture $q$Interstellar$q$. Watch! https://t.co/MOYcVt90jN,689080543632306177,sciencefiction or reality? subject already splendidly covered in motion picture q interstellar q . watch!,2016-01-18 14:42:58.756,0.5255,0.22,0.78,0.0,positive,2016-01
-1,#climatechange Huffington Post The Real Climate Change Hoax Huffington Post As a… https://t.co/Cjd4PxoGN3 via #hng https://t.co/AVSLqKEUI3,685031919147331584,climatechange huffington post the real climate change hoax huffington post as a via hng,2016-01-07 10:35:11.459,-0.2732,0.0,0.877,0.123,negative,2016-01
1,RT @CarolineLucas: Prison sentences for #Heathrow13 would be utterly unjust. Where$q$s the justice for victims of air pollution and climate c…,691754567067947008,rt carolinelucas: prison sentences for heathrow13 would be utterly unjust. where q s the justice for victims of air pollution and climate c,2016-01-25 23:48:35.624,-0.6801,0.154,0.537,0.309,negative,2016-01
-1,"A kid with a #Parasyte in him, killing other kids in school. My government would just blamed that on global warming.  lol",683535399113850884,"a kid with a parasyte in him, killing other kids in school. my government would just blamed that on global warming. lol",2016-01-03 07:28:33.279,-0.6249,0.158,0.573,0.269,negative,2016-01
0,How the political consensus surrounding climate change has been systematically dismantled since the general election https://t.co/4Uu9KaZFRB,685084950836674560,how the political consensus surrounding climate change has been systematically dismantled since the general election,2016-01-07 14:05:55.199,0.0,0.0,1.0,0.0,neutral,2016-01
1,Tate’s Trustees - meet the people who can show leadership in a time of climate change and decide to #DropBP in 2016 https://t.co/1xMJxj7jrO,688078605327446016,tate s trustees meet the people who can show leadership in a time of climate change and decide to dropbp in 2016,2016-01-15 20:21:38.049,0.0772,0.061,0.939,0.0,positive,2016-01
0,"RT @EHAceh: skrg sesi nya bapak Nyoman Iswara Yoga Dir Media &amp; Komunikasi WWF  Indonesia, tentang Climate Change,  #KumbangEH2016",693321771345321984,"rt ehaceh: skrg sesi nya bapak nyoman iswara yoga dir media amp; komunikasi wwf indonesia, tentang climate change, kumbangeh2016",2016-01-30 07:36:06.241,0.0,0.0,1.0,0.0,neutral,2016-01
0,https://t.co/cA2LysdLOU Regearing the Global Response to Climate Change: 5 Past ... https://t.co/Pj9uqCzTBx #Huffingtonpost,686307413788524544,regearing the global response to climate change: 5 past ... huffingtonpost,2016-01-10 23:03:33.079,0.0,0.0,1.0,0.0,neutral,2016-01
1,"RT @KarenCivil: $q$Climate change is real. It$q$s causing major problems &amp; if we don$q$t act boldly and precisely, we$q$re in trouble.$q$ - @BernieSa…",688923896939188224,"rt karencivil: q climate change is real. it q s causing major problems amp; if we don q t act boldly and precisely, we q re in trouble. q berniesa",2016-01-18 04:20:31.274,-0.0516,0.099,0.794,0.107,negative,2016-01
2,#NewYork #Albany #Buffalo $q$Revenant$q$ showed Leonardo DiCaprio climate change effects https://t.co/RJkkpy32Yg,693796411180187651,newyork albany buffalo q revenant q showed leonardo dicaprio climate change effects,2016-01-31 15:02:09.196,0.0,0.0,1.0,0.0,neutral,2016-01
1,Learn about the science of climate change: https://t.co/AE1Q0vhTu5 https://t.co/XB7dei9fzk,692651845798404096,learn about the science of climate change:,2016-01-28 11:14:03.544,0.0,0.0,1.0,0.0,neutral,2016-01
2,Global Warming Could Stave Off Next Ice Age: Researchers said the planet seemed naturally on track to escape an ice…,687361416714649601,global warming could stave off next ice age: researchers said the planet seemed naturally on track to escape an ice,2016-01-13 20:51:46.959,0.3182,0.155,0.845,0.0,positive,2016-01
1,"RT @ForceOfLiberty: Is there a better illustration of #Republican denial of Climate change?
#climatechange #Bernie2016 https://t.co/iTkecl7…",693252833034915841,rt forceofliberty: is there a better illustration of republican denial of climate change? climatechange bernie2016,2016-01-30 03:02:10.067,0.4404,0.172,0.828,0.0,positive,2016-01
1,"RT @Davos: We could be talking about a golden age for humanity with the elimination of poverty, disease and climate change: Stuart Russell …",689780018185003008,"rt davos: we could be talking about a golden age for humanity with the elimination of poverty, disease and climate change: stuart russell",2016-01-20 13:02:26.485,-0.5106,0.0,0.864,0.136,negative,2016-01
-1,"RT @hale_razor: Guy who JUST flew 10,000 miles in a carbon-spewing jet to and from Hawaii pivoting to concern about climate change. #SOTU",688236446939889664,"rt hale_razor: guy who just flew 10,000 miles in a carbon spewing jet to and from hawaii pivoting to concern about climate change. sotu",2016-01-16 06:48:50.422,0.0,0.0,1.0,0.0,neutral,2016-01
1,"RT @dheeruinsan: Global Warming Mitigator

Guruji has initiated a unique campaign to plant at least 12 saplings per annum by each follower.…",693409659009392640,rt dheeruinsan: global warming mitigator guruji has initiated a unique campaign to plant at least 12 saplings per annum by each follower.,2016-01-30 13:25:20.293,0.1531,0.074,0.926,0.0,positive,2016-01
0,"RT @maxoberonauthor: TILT a powerful thriller and blockbuster movie plot about the real cause of climate change.
https://t.co/VPp0tKQ40E ht…",692413854115045376,rt maxoberonauthor: tilt a powerful thriller and blockbuster movie plot about the real cause of climate change. ht,2016-01-27 19:28:21.905,0.7964,0.351,0.649,0.0,positive,2016-01
2,"RT @MDVForeign: New Ambassador of Norway calls on Foreign Minister Dunya, discuss collaboration in climate change issues https://t.co/OCdes…",687611796455342080,"rt mdvforeign: new ambassador of norway calls on foreign minister dunya, discuss collaboration in climate change issues",2016-01-14 13:26:42.141,0.0,0.0,1.0,0.0,neutral,2016-01
0,في عصر سابق كانت تعيش الحيتان علي الأرض و لها بقايا في الصحراء الغربية - معلومة قرأتها تبدو أصيلة  https://t.co/cvQYtzBAKC,691244313620119552,في عصر سابق كانت تعيش الحيتان علي الأرض و لها بقايا في الصحراء الغربية معلومة قرأتها تبدو أصيلة,2016-01-24 14:01:01.722,0.0,0.0,1.0,0.0,neutral,2016-01
1,"RT @mashable: Watch over 100 years of global warming in 30 seconds: https://t.co/tfVR4XDk65
https://t.co/EYoJtUXPmo",690579342137552896,rt mashable: watch over 100 years of global warming in 30 seconds:,2016-01-22 17:58:40.166,0.1531,0.11,0.89,0.0,positive,2016-01
2,RT @vicenews: Climate change could put at risk thousands of the world$q$s power plants by the middle of the century: https://t.co/Dsh9ZmqW3A,684195083663597569,rt vicenews: climate change could put at risk thousands of the world q s power plants by the middle of the century:,2016-01-05 03:09:54.332,-0.2732,0.0,0.905,0.095,negative,2016-01
0,RT @MetroUK: Intimidating crow carrying shank is probably the result of global warming https://t.co/WmgdjHGAdz https://t.co/OgFRI10Ia0,688797076101009408,rt metrouk: intimidating crow carrying shank is probably the result of global warming,2016-01-17 19:56:34.830,-0.3182,0.091,0.743,0.166,negative,2016-01
0,"ang pag-ibig ay parang global
warming,
hindi mo
mamamalayang
nararamdaman mo na pala. *

JaDine M.E. | Pikay
#OTWOLTheSurpriseMove",691968523359297536,"ang pag ibig ay parang global warming, hindi mo mamamalayang nararamdaman mo na pala. jadine m.e. pikay otwolthesurprisemove",2016-01-26 13:58:46.779,0.1531,0.091,0.909,0.0,positive,2016-01
1,RT @Fisherman1954: #DemTownHall  Climate change is huge. I want my grandchildren to breath clean air.,691820028820348928,rt fisherman1954: demtownhall climate change is huge. i want my grandchildren to breath clean air.,2016-01-26 04:08:42.922,0.6486,0.364,0.636,0.0,positive,2016-01
0,"RT @irloserr: me: come over 
bernie sanders: I can$q$t 
me: global warming 
bernie sanders: https://t.co/ciodZDe26Q",692917163372515333,rt irloserr: me: come over bernie sanders: i can q t me: global warming bernie sanders:,2016-01-29 04:48:20.183,0.1531,0.11,0.89,0.0,positive,2016-01
1,"This year, show your thought leadership &amp; join 150+ orgs who have pledged commitment to climate change disclosure: https://t.co/qtOecsruWO",683966329297190912,"this year, show your thought leadership amp; join 150 orgs who have pledged commitment to climate change disclosure:",2016-01-04 12:00:55.041,0.5859,0.22,0.78,0.0,positive,2016-01
0,Playing few of my compositions for we in climate change fest at international Centre goa at 3.30 pm .. be there https://t.co/NDJWauAOiU,686025950992023552,playing few of my compositions for we in climate change fest at international centre goa at 3.30 pm .. be there,2016-01-10 04:25:07.119,0.2023,0.079,0.921,0.0,positive,2016-01
1,3 Cheers 4 Bacon! RT @WYanish: Vegans cause Global Warming. Lettuce is ‘three times worse than bacon$q$ for emissions https://t.co/VErYzkaere,689899196506324993,3 cheers 4 bacon! rt wyanish: vegans cause global warming. lettuce is three times worse than bacon q for emissions,2016-01-20 20:56:00.811,0.2244,0.216,0.65,0.134,positive,2016-01
1,Great article by @wordpuddle today on climate change and some inaction by #yqrcc and @CityofRegina https://t.co/IvJWBUiL2o #yqr,683301011646091264,great article by wordpuddle today on climate change and some inaction by yqrcc and cityofregina yqr,2016-01-02 15:57:10.952,0.4767,0.194,0.711,0.095,positive,2016-01
1,Republican candidates might as well ignore climate change since they have no plans to do anything about it - ... - https://t.co/zuyrHHfJMd,693562555785093124,republican candidates might as well ignore climate change since they have no plans to do anything about it ...,2016-01-30 23:32:53.725,-0.3818,0.088,0.714,0.197,negative,2016-01
1,RT @jose_garde: The Fight Against Global Warming: How to Use the Power of #SocialNetworks - https://t.co/VUHF3ddbgE,688336753833410562,rt jose_garde: the fight against global warming: how to use the power of socialnetworks,2016-01-16 13:27:25.449,-0.25,0.093,0.756,0.151,negative,2016-01
1,RT @guyshrubsole: Govt accept need to update climate change risk projections https://t.co/rNIft2OvWI @dpcarrington @wwwfoecouk @GeorgeMonbi…,688055238012628993,rt guyshrubsole: govt accept need to update climate change risk projections dpcarrington wwwfoecouk georgemonbi,2016-01-15 18:48:46.847,0.128,0.147,0.734,0.119,positive,2016-01
1,An excellent film! Should also watch Thin Ice as a companion https://t.co/eRokqKizcx https://t.co/UUT2NHhUkQ,684402588717047808,an excellent film! should also watch thin ice as a companion,2016-01-05 16:54:27.392,0.6114,0.266,0.734,0.0,positive,2016-01
0,RT @arthurschwartz: Noted expert on climate change science weighs in. Invokes his imaginary power to stifle debate and frustrate #1A. https…,683835755001720832,rt arthurschwartz: noted expert on climate change science weighs in. invokes his imaginary power to stifle debate and frustrate 1a.,2016-01-04 03:22:03.703,-0.4588,0.0,0.87,0.13,negative,2016-01
2,"RT @JBWickens: Bumblebees can recover faba bean yield loss from heat stress - new climate change research by @jakecologist, https://t.co/Rx…",689493075899588608,"rt jbwickens: bumblebees can recover faba bean yield loss from heat stress new climate change research by jakecologist,",2016-01-19 18:02:14.113,-0.6249,0.0,0.769,0.231,negative,2016-01
2,Google:Four Climate Change Questions For David Cameron - Huffington Post https://t.co/YKJGNVGdbS,686801803262963714,google:four climate change questions for david cameron huffington post,2016-01-12 07:48:04.715,0.0,0.0,1.0,0.0,neutral,2016-01
1,RT @Cowspiracy: Meatless diet is simple antidote to climate change https://t.co/yQhHWHVhDy,686621235653046272,rt cowspiracy: meatless diet is simple antidote to climate change,2016-01-11 19:50:34.042,0.0,0.0,1.0,0.0,neutral,2016-01
2,2015 a $q$tipping point$q$ for climate change https://t.co/q0UDbzhngw via @sharethis,689048666657665028,2015 a q tipping point q for climate change via sharethis,2016-01-18 12:36:18.693,0.0,0.0,1.0,0.0,neutral,2016-01
1,"RT @FrkDoodle: .
Canada$q$s Boreal Forest, crucial to slowing climate change:
  
https://t.co/nNrcOSbbFJ

@CDHill9 @KeepCanadaWild https://t.…",684137394174586880,"rt frkdoodle: . canada q s boreal forest, crucial to slowing climate change: cdhill9 keepcanadawild",2016-01-04 23:20:40.086,-0.0772,0.0,0.909,0.091,negative,2016-01
1,RT @Greenpeace: #climate change is affecting not just their cuisine but also the Assam culture https://t.co/zkBMCtzu8l https://t.co/Ht5YpDK…,692518171681628162,rt greenpeace: climate change is affecting not just their cuisine but also the assam culture,2016-01-28 02:22:53.151,0.0,0.0,1.0,0.0,neutral,2016-01
0,RT @RyanMaue: Fair and balanced ... good read ... weather forecasting is easy compared to complicated climate attribution. https://t.co/H9Z…,690592971281031168,rt ryanmaue: fair and balanced ... good read ... weather forecasting is easy compared to complicated climate attribution.,2016-01-22 18:52:49.607,0.7964,0.336,0.664,0.0,positive,2016-01
-1,RT @SpaceWeather101: Nobel Laureate in Physics; $q$Global Warming is Pseudoscience$q$ https://t.co/1qIwcsES8N  via @YouTube,693626876833587200,rt spaceweather101: nobel laureate in physics; q global warming is pseudoscience q via youtube,2016-01-31 03:48:29.058,0.1531,0.118,0.882,0.0,positive,2016-01
2,"#UnLockYourWorld Woman cycles across Southern Hemisphere to collect 1,001 climate change stories https://t.co/8zCBAzoTSA",688936930852106240,"unlockyourworld woman cycles across southern hemisphere to collect 1,001 climate change stories",2016-01-18 05:12:18.801,0.0,0.0,1.0,0.0,neutral,2016-01
-1,RT @FreeBeacon: .@HillaryClinton Points To Snow In January As Proof Of Climate Change https://t.co/7L7RLBVRZI via @bassalid https://t.co/Ic…,684915688947892224,rt freebeacon: . hillaryclinton points to snow in january as proof of climate change via bassalid,2016-01-07 02:53:20.020,0.0,0.0,1.0,0.0,neutral,2016-01
1,Climate change is hazardous to health in the Pacific https://t.co/WPyMUyrGfq,683015095715262464,climate change is hazardous to health in the pacific,2016-01-01 21:01:03.282,0.0,0.0,1.0,0.0,neutral,2016-01
1,"RT @SpryGuy: What Republicans never seem to grasp is that their inability to understand something (evolution, climate change) is NOT eviden…",684620644630175744,"rt spryguy: what republicans never seem to grasp is that their inability to understand something evolution, climate change is not eviden",2016-01-06 07:20:55.973,-0.4019,0.0,0.881,0.119,negative,2016-01
1,But let$q$s continue pretending global warming is a conspiracy theory.  https://t.co/5QxNLpaeGR,690194236164145153,but let q s continue pretending global warming is a conspiracy theory.,2016-01-21 16:28:23.747,-0.4767,0.232,0.464,0.305,negative,2016-01
0,"RT @ajplus: Bernie attacks Hillary$q$s record on Iraq war, Wall Street &amp; climate change.

Hillary$q$s backstage like... #DemTownHall https://t.…",691812369463431169,"rt ajplus: bernie attacks hillary q s record on iraq war, wall street amp; climate change. hillary q s backstage like... demtownhall",2016-01-26 03:38:16.789,-0.7783,0.0,0.714,0.286,negative,2016-01
0,RT @ryanmcguff: ??!!?! stopvvjvdkd STOP lfifnrodnrkrndlsownekdk SSSTTTTOOPPP TALKINGGGG https://t.co/10ys533pwr,690376816633253893,rt ryanmcguff: ??!!?! stopvvjvdkd stop lfifnrodnrkrndlsownekdk sssttttooppp talkingggg,2016-01-22 04:33:54.323,-0.6541,0.0,0.648,0.352,negative,2016-01
-1,Thank goodness we can put an end to all this global warming nonsense,690920095086985216,thank goodness we can put an end to all this global warming nonsense,2016-01-23 16:32:42.000,0.5267,0.378,0.479,0.144,positive,2016-01
2,RT @CNN: Is climate change to thank for the discovery of this 144 year-old shipwreck? https://t.co/C3ti2duNyQ https://t.co/4lnvWwHRW2,686223404500783107,rt cnn: is climate change to thank for the discovery of this 144 year old shipwreck?,2016-01-10 17:29:43.704,0.3612,0.135,0.865,0.0,positive,2016-01
-1,The Great Global Warming Swindle (Documentary): https://t.co/v0kke9Hl9q,693121451306553344,the great global warming swindle documentary :,2016-01-29 18:20:06.222,0.3182,0.435,0.305,0.26,positive,2016-01
1,RT @TIME: Bolivia$q$s vanished lake is a shocking glimpse of the future of climate change https://t.co/oItnFQk4Ar https://t.co/4SqJ5AhlmQ,690236600719007744,rt time: bolivia q s vanished lake is a shocking glimpse of the future of climate change,2016-01-21 19:16:44.244,-0.4019,0.0,0.847,0.153,negative,2016-01
1,RT @CoolestLifeHack: This is a statue in Berlin called $q$Politicians discussing Global Warming.$q$ https://t.co/7CNuG5nHrN,682982563032494080,rt coolestlifehack: this is a statue in berlin called q politicians discussing global warming. q,2016-01-01 18:51:46.886,0.0,0.0,1.0,0.0,neutral,2016-01
1,Why Psychology Should Be A Part Of The Fight Against Climate Change https://t.co/i0drZSahcL,689129444112470016,why psychology should be a part of the fight against climate change,2016-01-18 17:57:17.539,-0.3818,0.0,0.809,0.191,negative,2016-01
2,"Retweeted Amanda *$ (@Starbuck):

#Climate change could dry up global power production, study warns... https://t.co/J4HIFUX5wA",686152728133931008,"retweeted amanda starbuck : climate change could dry up global power production, study warns...",2016-01-10 12:48:53.145,0.0,0.0,1.0,0.0,neutral,2016-01
2,"RT @JayneLoganMxxx: Bolivia$q$s second-largest lake dries up and may be gone forever, lost to climate change https://t.co/heMtoxd7CE #Water #…",690741043709480960,"rt jayneloganmxxx: bolivia q s second largest lake dries up and may be gone forever, lost to climate change water",2016-01-23 04:41:12.825,-0.3182,0.0,0.887,0.113,negative,2016-01
1,"RT @jes_chastain: Methane pollution is no joke – it’s responsible for ¼ of the climate change we’re feeling
today. https://t.co/1voA4RB9ld …",685597359523250176,rt jes_chastain: methane pollution is no joke it s responsible for ¼ of the climate change we re feeling today.,2016-01-09 00:02:02.950,0.4215,0.27,0.631,0.099,positive,2016-01
-1,George Will: $q$Global Warming Is Socialism By The Back Door$q$ https://t.co/XIXsica302 #tcot #tlot #pjnet  #p2 #SGP https://t.co/vZX8PasuMo,684640524729372672,george will: q global warming is socialism by the back door q tcot tlot pjnet p2 sgp,2016-01-06 08:39:55.758,0.1531,0.091,0.909,0.0,positive,2016-01
-1,RT @SpaceWeather101: Helping fight $q$global Warming$q$ - Snowmelter in action https://t.co/kvqvn1NmOr via @YouTube,692009995307737088,rt spaceweather101: helping fight q global warming q snowmelter in action via youtube,2016-01-26 16:43:34.462,-0.1027,0.149,0.676,0.176,negative,2016-01
2,"RT @Greenpeace: Power plants threatened as global warming affects water supplies.
https://t.co/gfl0DFtNmi
#coal #climatechange https://t.co…",686218317594505216,rt greenpeace: power plants threatened as global warming affects water supplies. coal climatechange,2016-01-10 17:09:30.891,-0.34,0.091,0.739,0.17,negative,2016-01
0,"RT @phalguy: *Wins lottery.

*Buys private island.

*Global warming sinks island.

*Moves into parent$q$s basement.
.",685989293894938625,rt phalguy: wins lottery. buys private island. global warming sinks island. moves into parent q s basement. .,2016-01-10 01:59:27.386,0.1531,0.103,0.897,0.0,positive,2016-01
-1,"RT @manny_ottawa: Global Warming perfect Liberal cause.
Everyone is responsible.
No one person who abuses can be held to account.
GVT can t…",686440083390500864,rt manny_ottawa: global warming perfect liberal cause. everyone is responsible. no one person who abuses can be held to account. gvt can t,2016-01-11 07:50:43.977,0.2023,0.242,0.573,0.185,positive,2016-01
1,RT @BarackObama: Scientists agree climate change is man-made—and we can do something about it. https://t.co/8nUjWGSP7f #ActOnClimate,693584285513584640,rt barackobama: scientists agree climate change is man made and we can do something about it. actonclimate,2016-01-31 00:59:14.496,0.3612,0.143,0.857,0.0,positive,2016-01
2,"RT @greenpeaceusa: Could climate change delay the next ice age by 100,000 years? https://t.co/6ofibj2NOW via @VICE https://t.co/21WBkbOaoC",689589685061054465,"rt greenpeaceusa: could climate change delay the next ice age by 100,000 years? via vice",2016-01-20 00:26:07.532,-0.3182,0.0,0.874,0.126,negative,2016-01
1,RT @BarackObama: 97 percent of climate scientists agree: Climate change is real and man-made. #ActOnClimate https://t.co/UaCZus7uv6,690610028835926016,rt barackobama: 97 percent of climate scientists agree: climate change is real and man made. actonclimate,2016-01-22 20:00:36.445,0.3612,0.143,0.857,0.0,positive,2016-01
1,"Climate Change This Week: Climate Chaos, An Energy Revolution, and More! - Huffington Post (blog) #climate https://t.co/uAtvgi9UzJ",686735122826145793,"climate change this week: climate chaos, an energy revolution, and more! huffington post blog climate",2016-01-12 03:23:06.860,-0.4389,0.105,0.697,0.199,negative,2016-01
1,RT The science behind attributing extreme weather events to human-caused climate change   https://t.co/PurNS4YDBC,689145107048718336,rt the science behind attributing extreme weather events to human caused climate change,2016-01-18 18:59:31.874,0.0,0.0,1.0,0.0,neutral,2016-01
0,RT @AHMalcolm: That snowstorm fueled massive protest against global warming. https://t.co/SNtzobMD74 https://t.co/aL81OKXMU9,693887627016024064,rt ahmalcolm: that snowstorm fueled massive protest against global warming.,2016-01-31 21:04:36.746,-0.1027,0.118,0.735,0.147,negative,2016-01
1,Philips Lighting CEO Eric Rondolat will be engaging leaders at #WEF16 on the need to fight climate change now #WEF16 https://t.co/oZeMkN8ZAn,689848611815972864,philips lighting ceo eric rondolat will be engaging leaders at wef16 on the need to fight climate change now wef16,2016-01-20 17:35:00.481,-0.0516,0.1,0.792,0.108,negative,2016-01
1,A new deal on drugs is as vital as a climate change accord | Nick Clegg and Bohuslav Sobotka https://t.co/cpSKOvMSC5 Network Front | The G…,693598192663920640,a new deal on drugs is as vital as a climate change accord nick clegg and bohuslav sobotka network front the g,2016-01-31 01:54:30.219,0.296,0.099,0.901,0.0,positive,2016-01
1,Why Climate Change Could Hurt Power Production https://t.co/us5jPY6aNj,689086320862474244,why climate change could hurt power production,2016-01-18 15:05:56.155,-0.5267,0.0,0.673,0.327,negative,2016-01
0,@Teddy_Patterson I believe it$q$s on a DVD short film compilation called Global Warming :),686148665581256704,teddy_patterson i believe it q s on a dvd short film compilation called global warming :,2016-01-10 12:32:44.557,0.5574,0.315,0.685,0.0,positive,2016-01
1,RT @Libertea2012: Can$q$t Hide From Reality: Florida Mayors Request Climate Change Meeting With… https://t.co/fhfsemADc2 #UniteBlue https://t…,692355659740876802,rt libertea2012: can q t hide from reality: florida mayors request climate change meeting with uniteblue,2016-01-27 15:37:07.285,-0.1779,0.0,0.898,0.102,negative,2016-01
1,RT @StonyBrookDems: $q$The debate is over... Climate change is real...$q$ -@BernieSanders on Climate Change #DemDebate,688921189322915840,rt stonybrookdems: q the debate is over... climate change is real... q berniesanders on climate change demdebate,2016-01-18 04:09:45.728,0.0,0.0,1.0,0.0,neutral,2016-01
1,RT @tveitdal: How to help your company prepare for climate change in 2016 https://t.co/soC3egBW9r https://t.co/IvplH8CClJ,683601740063703040,rt tveitdal: how to help your company prepare for climate change in 2016,2016-01-03 11:52:10.194,0.4019,0.162,0.838,0.0,positive,2016-01
2,RT @tveitdal: Climate change strongly linked to UK flooding https://t.co/XdLozg8Lof https://t.co/TbSEAfIU2y,685803723545788416,rt tveitdal: climate change strongly linked to uk flooding,2016-01-09 13:42:03.967,0.2732,0.174,0.826,0.0,positive,2016-01
1,RT @DavidLimbaugh: Let me point out to you deniers that the upcoming blizzard on the East Coast is due to man-made global warming. Deal wit…,690309993208418305,rt davidlimbaugh: let me point out to you deniers that the upcoming blizzard on the east coast is due to man made global warming. deal wit,2016-01-22 00:08:22.377,-0.128,0.06,0.861,0.079,negative,2016-01
